key,locale,package,origin_text,text
activitypoint::phrase.link_create_description,es,metafox/activity-point,"Post a link to feed",
activitypoint::phrase.manage_packages,es,metafox/activity-point,"Manage Packages",
activitypoint::phrase.manage_point_settings,es,metafox/activity-point,"Manage Point Settings",
activitypoint::phrase.manage_your_activity_points,es,metafox/activity-point,"Manage your activity points.",
activitypoint::phrase.marketplace_create_action,es,metafox/activity-point,"Create a new listing",
activitypoint::phrase.marketplace_create_description,es,metafox/activity-point,"How many activity points should the user get when adding a new listing?",
activitypoint::phrase.max_earn_point,es,metafox/activity-point,"Max Earned Points",
activitypoint::phrase.maximum_length_the_title_field_desc,es,metafox/activity-point,"The maximum length of the title field is 50.",
activitypoint::phrase.maximum_points_for_reducing,es,metafox/activity-point,"<div>Maximum points for reducing is :point.</div>",
activitypoint::phrase.maximum_points_for_sending,es,metafox/activity-point,"<div>Maximum points for sending is :point.</div>",
activitypoint::phrase.member_id,es,metafox/activity-point,"Member ID",
activitypoint::phrase.member_name,es,metafox/activity-point,"Member Name",
activitypoint::phrase.module_actions,es,metafox/activity-point,"{module}'s Actions",
activitypoint::phrase.music_album_create_action,es,metafox/activity-point,"Create a new music album",
activitypoint::phrase.music_album_create_description,es,metafox/activity-point,"Create a new music album",
activitypoint::phrase.music_playlist_create_action,es,metafox/activity-point,"Create a new music playlist",
activitypoint::phrase.music_playlist_create_description,es,metafox/activity-point,"Create a new music playlist",
activitypoint::phrase.music_song_create_action,es,metafox/activity-point,"Upload a new song",
activitypoint::phrase.music_song_create_description,es,metafox/activity-point,"How many activity points should a user receive for uploading a song?",
activitypoint::phrase.not_enough_point_to_pay,es,metafox/activity-point,"Not enough activity points to proceed this payment.",
activitypoint::phrase.oops_payment_failed,es,metafox/activity-point,"Oops! Payment Failed",
activitypoint::phrase.package_transactions,es,metafox/activity-point,"Package Transactions",
activitypoint::phrase.page_create_action,es,metafox/activity-point,"Create a new page",
activitypoint::phrase.page_create_description,es,metafox/activity-point,"Create a new page",
activitypoint::phrase.pay_id,es,metafox/activity-point,"Payment ID",
activitypoint::phrase.payment_status,es,metafox/activity-point,Status,
activitypoint::phrase.per_day,es,metafox/activity-point,"Per day",
activitypoint::phrase.period_in_day,es,metafox/activity-point,"Period (day)",
activitypoint::phrase.permissions,es,metafox/activity-point,Permissions,
activitypoint::phrase.per_month,es,metafox/activity-point,"Per month",
activitypoint::phrase.per_week,es,metafox/activity-point,"Per week",
activitypoint::phrase.per_year,es,metafox/activity-point,"Per year",
activitypoint::phrase.photo_album_create_action,es,metafox/activity-point,"Create a new photo album",
activitypoint::phrase.photo_album_create_description,es,metafox/activity-point,"Create a new photo album",
activitypoint::phrase.photo_create_action,es,metafox/activity-point,"Upload a new image",
activitypoint::phrase.photo_create_description,es,metafox/activity-point,"Upload a new photo",
activitypoint::phrase.photo_set_create_action,es,metafox/activity-point,"Share a new photo set",
activitypoint::phrase.photo_set_create_description,es,metafox/activity-point,"Share a photo",
activitypoint::phrase.point_members,es,metafox/activity-point,"Point Members",
activitypoint::phrase.point_package_created_successfully,es,metafox/activity-point,"Package has been created successfully.",
activitypoint::phrase.point_package_deleted_successfully,es,metafox/activity-point,"Package has been deleted successfully.",
activitypoint::phrase.point_package_edited_successfully,es,metafox/activity-point,"Package has been edited successfully.",
activitypoint::phrase.point_packages,es,metafox/activity-point,"Point Packages",
activitypoint::phrase.points,es,metafox/activity-point,Points,
activitypoint::phrase.point_setting_changes_have_been_saved_successfully,es,metafox/activity-point,"Point setting changes have been saved successfully.",
activitypoint::phrase.point_setting_period_description,es,metafox/activity-point,"Specify number of days which user can earn points by this action",
activitypoint::phrase.point_settings,es,metafox/activity-point,"Point Settings",
activitypoint::phrase.point_source,es,metafox/activity-point,"Point Source",
activitypoint::phrase.point_transactions,es,metafox/activity-point,"Point Transactions",
activitypoint::phrase.poll_create_action,es,metafox/activity-point,"Create a new poll",
activitypoint::phrase.poll_create_description,es,metafox/activity-point,"Add a new poll",
activitypoint::phrase.purchase,es,metafox/activity-point,Purchase,
activitypoint::phrase.purchase_is_being_processed,es,metafox/activity-point,"Your purchase is being processed. We'll let you know when it is completed.",
activitypoint::phrase.purchase_package_againpurchase_package_againpurchase_package_again,es,metafox/activity-point,"Purchase package again.",
activitypoint::phrase.purchase_package_fail,es,metafox/activity-point,"Cannot purchase package.",
activitypoint::phrase.purchase_package_success,es,metafox/activity-point,"Purchased package successfully.",
activitypoint::phrase.quiz_create_action,es,metafox/activity-point,"Create a new quiz",
activitypoint::phrase.quiz_create_description,es,metafox/activity-point,"How many points to award per new quiz.",
activitypoint::phrase.received_gifted_points,es,metafox/activity-point,"Received Gifted Points",
activitypoint::phrase.reduce_action,es,metafox/activity-point,Reduce,
activitypoint::phrase.reduce_from,es,metafox/activity-point,From,
activitypoint::phrase.reduce_point_from_this,es,metafox/activity-point,"Reduce points from this member",
activitypoint::phrase.reduce_points,es,metafox/activity-point,"Reduce Points",
activitypoint::phrase.saved_list_create_description,es,metafox/activity-point,"Create a new collection",
activitypoint::phrase.search_point_packages,es,metafox/activity-point,"Search Point Packages",
activitypoint::phrase.search_transactions,es,metafox/activity-point,"Search Transactions",
activitypoint::phrase.select_payment_gateway,es,metafox/activity-point,"Select payment gateway",
activitypoint::phrase.send_points,es,metafox/activity-point,"Send Points",
activitypoint::phrase.sent_action,es,metafox/activity-point,Sent,
activitypoint::phrase.sent_points,es,metafox/activity-point,"Sent Points",
activitypoint::phrase.sent_point_to_this,es,metafox/activity-point,"Send points to this member",
activitypoint::phrase.sent_to,es,metafox/activity-point,To,
activitypoint::phrase.settings,es,metafox/activity-point,Settings,
activitypoint::phrase.share_create_action,es,metafox/activity-point,"Share an item",
activitypoint::phrase.share_create_description,es,metafox/activity-point,"Get activity points when user shared an item.",
activitypoint::phrase.site_settings,es,metafox/activity-point,"Site Settings",
activitypoint::phrase.spent_activity_point_action,es,metafox/activity-point,"You used points to buy an item.",
activitypoint::phrase.system_retrieves_points,es,metafox/activity-point,"The system retrieves points when you deleted an item",
activitypoint::phrase.the_points_of_this_member_have_been_adjusted_successfully,es,metafox/activity-point,"The points of this member have been adjusted successfully.",
activitypoint::phrase.the_point_you_want_adjust_is_over_maximum_points,es,metafox/activity-point,"The points you want to adjust is higher than the maximum points",
activitypoint::phrase.total_bought_description,es,metafox/activity-point,"Total purchased points",
activitypoint::phrase.total_earned_description,es,metafox/activity-point,"Total earned points from activities",
activitypoint::phrase.total_point_description,es,metafox/activity-point,"Total activity points.",
activitypoint::phrase.total_received_description,es,metafox/activity-point,"Total points received from Admin, friends or selling items.",
activitypoint::phrase.total_retrieved_description,es,metafox/activity-point,"Total points subtracted when deleting items.",
activitypoint::phrase.total_sent_description,es,metafox/activity-point,"Total points sent to friends or subtracted by Admin for certain reasons.",
activitypoint::phrase.total_spent_description,es,metafox/activity-point,"Total points used to exchange on Apps.",
activitypoint::phrase.transaction_from,es,metafox/activity-point,From,
activitypoint::phrase.transaction_history,es,metafox/activity-point,"Transaction History",
activitypoint::phrase.transactions_history,es,metafox/activity-point,"Transactions History",
activitypoint::phrase.transaction_to,es,metafox/activity-point,To,
activitypoint::phrase.transaction_type,es,metafox/activity-point,Type,
activitypoint::phrase.trans_id,es,metafox/activity-point,"Transaction ID",
activitypoint::phrase.type_all,es,metafox/activity-point,All,
activitypoint::phrase.type_all_label,es,metafox/activity-point,"Current Points",
activitypoint::phrase.type_bought,es,metafox/activity-point,Bought,
activitypoint::phrase.type_bought_label,es,metafox/activity-point,"Bought Points",
activitypoint::phrase.type_earned,es,metafox/activity-point,Earned,
activitypoint::phrase.type_earned_label,es,metafox/activity-point,"Earned Points",
activitypoint::phrase.type_received,es,metafox/activity-point,Received,
activitypoint::phrase.type_received_label,es,metafox/activity-point,"Received Points",
activitypoint::phrase.type_retrieved,es,metafox/activity-point,Retrieved,
activitypoint::phrase.type_retrieved_label,es,metafox/activity-point,"Retrieved Points",
activitypoint::phrase.type_sent,es,metafox/activity-point,Sent,
activitypoint::phrase.type_sent_label,es,metafox/activity-point,"Sent Points",
activitypoint::phrase.type_spent,es,metafox/activity-point,Spent,
activitypoint::phrase.type_spent_label,es,metafox/activity-point,"Spent Points",
activitypoint::phrase.user_create_action,es,metafox/activity-point,"Sign up an new account",
activitypoint::phrase.user_new_profile_cover_action,es,metafox/activity-point,"Upload cover photo",
