key,locale,package,origin_text,text
mail::mailgun.domain_label,fr,metafox/mail,"Mailgun Domain",
mail::mailgun.endpoint_desc,fr,metafox/mail,,
mail::mailgun.mailgun_domain_desc,fr,metafox/mail,,
mail::mailgun.mailgun_endpoint_label,fr,metafox/mail,"Mailgun Endpoint",
mail::mailgun.secret_desc,fr,metafox/mail,,
mail::mailgun.secret_label,fr,metafox/mail,"Mailgun Secret",
mail::mailgun.test_email_desc,fr,metafox/mail,,
mail::mailgun.test_email_label,fr,metafox/mail,"Test Email",
mail::phrase.array_mailer,fr,metafox/mail,Array,
mail::phrase.aws_ses_mailer,fr,metafox/mail,"AWS Simple Mail Service",
mail::phrase.browse_mailers,fr,metafox/mail,"Send Mail Methods",
mail::phrase.edit_mailer,fr,metafox/mail,"Edit Mailer",
mail::phrase.failover_mailer,fr,metafox/mail,Failover,
mail::phrase.failover_mailer_desc,fr,metafox/mail,"Failover mailers",
mail::phrase.failover_mailer_label,fr,metafox/mail,"Failover Mailer",
mail::phrase.log_channel_desc,fr,metafox/mail,"Write mail log to channel",
mail::phrase.log_channel_label,fr,metafox/mail,"Log Channel",
mail::phrase.log_mailer,fr,metafox/mail,"Mail to log",
mail::phrase.mail,fr,metafox/mail,Mail,
mail::phrase.mailer_mailgun_settings,fr,metafox/mail,"Mailgun Settings",
mail::phrase.mailers,fr,metafox/mail,"Send Mail Method",
mail::phrase.mail_from_address_desc,fr,metafox/mail,"This is the default email address used when sending emails out and it will be the From email address users will see in the emails.",
mail::phrase.mail_from_address_label,fr,metafox/mail,"From Email Address",
mail::phrase.mail_from_desc,fr,metafox/mail,"This is the name displayed when users receive emails from this site.",
mail::phrase.mail_from_label,fr,metafox/mail,From,
mail::phrase.mailgun_mailer,fr,metafox/mail,Mailgun,
mail::phrase.mail_send_method_desc,fr,metafox/mail,"Select the method by which your emails to be sent. It is either the default PHP mail() function or SMTP.",
mail::phrase.mail_send_method_label,fr,metafox/mail,"Send Mail Method",
mail::phrase.mail_server_settings,fr,metafox/mail,"Mail Server Settings",
mail::phrase.mail_signature_desc,fr,metafox/mail,"This is the signature added to the bottom of each email that is sent from this site.",
mail::phrase.mail_signature_label,fr,metafox/mail,Signature,
mail::phrase.oops_invalid_mailgun_configuration,fr,metafox/mail,"Oops!, Invalid MailGun configuration
Test email :test_email
Response Message :api_response",
mail::phrase.php_sendmail_mailer,fr,metafox/mail,Sendmail,
mail::phrase.postmark_mailer,fr,metafox/mail,Postmark,
mail::phrase.postmark_token_desc,fr,metafox/mail,"Get free trial postmark token from ""https://postmarkapp.com/transactional-email""",
mail::phrase.postmark_token_label,fr,metafox/mail,"Postmark Token",
mail::phrase.queue_desc,fr,metafox/mail,"Enable this setting to use Queue for sending emails. Please make sure that Cronjob has been set up to use this feature.",
mail::phrase.queue_label,fr,metafox/mail,"Email Queue",
mail::phrase.settings,fr,metafox/mail,Settings,
mail::phrase.smtp_mailer,fr,metafox/mail,"SMTP Server",
mail::ses.ses_key,fr,metafox/mail,"SES Key",
mail::ses.ses_region,fr,metafox/mail,"SES Region",
mail::ses.ses_secret,fr,metafox/mail,"SES Secret",
mail::smtp.auth_mode_label,fr,metafox/mail,"SMTP Authentication",
mail::smtp.check_certificate_desc,fr,metafox/mail,"Check SSL certificate of your SMTP hostname. If it does not use valid certificate, email can\'t be sent.",
mail::smtp.check_certificate_label,fr,metafox/mail,"Check certificate of SMTP hostname",
mail::smtp.encryption_desc,fr,metafox/mail,"Select cryptographic protocol that enabled on your SMTP mail server.",
mail::smtp.encryption_label,fr,metafox/mail,"Secure with SSL or TLS ?",
mail::smtp.host_desc,fr,metafox/mail,"If SMTP is enabled, specify the SMTP host here.",
mail::smtp.host_label,fr,metafox/mail,"SMTP Host",
mail::smtp.password_label,fr,metafox/mail,"SMTP Password",
mail::smtp.port_label,fr,metafox/mail,"SMTP Port",
mail::smtp.username_label,fr,metafox/mail,"SMTP Username",
marketplace::permission.can_approve_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_approve_marketplace_label,fr,metafox/marketplace,"Can approve listings?",
marketplace::permission.can_auto_approved_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_auto_approved_marketplace_label,fr,metafox/marketplace,"Automatically approve listings of users having this role?",
marketplace::permission.can_comment_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_comment_marketplace_label,fr,metafox/marketplace,"Can comment on listings?",
marketplace::permission.can_create_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_create_marketplace_label,fr,metafox/marketplace,"Can create listings?",
marketplace::permission.can_delete_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_delete_marketplace_label,fr,metafox/marketplace,"Can delete own listings?",
marketplace::permission.can_enable_activity_point_payment_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_enable_activity_point_payment_marketplace_label,fr,metafox/marketplace,"Can members of this user group enable/disable Activity Point payment on the marketplace?",
marketplace::permission.can_feature_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_feature_marketplace_label,fr,metafox/marketplace,"Can feature listings?",
marketplace::permission.can_flood_control_marketplace_desc,fr,metafox/marketplace,"Setting it to ""0"" (without quotes) is default and users will not have to wait.",
marketplace::permission.can_flood_control_marketplace_label,fr,metafox/marketplace,"How many minutes should a user wait before they can create another listing?",
marketplace::permission.can_like_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_like_marketplace_label,fr,metafox/marketplace,"Can like listings?",
marketplace::permission.can_maximum_number_of_attached_photos_per_upload_marketplace_desc,fr,metafox/marketplace,"Define the maximum number of attached photos a role can upload in total. 0 means unlimited.",
marketplace::permission.can_maximum_number_of_attached_photos_per_upload_marketplace_label,fr,metafox/marketplace,"How many photos a user can upload to a marketplace listing?",
marketplace::permission.can_moderate_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_moderate_marketplace_label,fr,metafox/marketplace,"Can moderate listings?",
marketplace::permission.can_publish_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_publish_marketplace_label,fr,metafox/marketplace,"Can publish listings?",
marketplace::permission.can_purchase_sponsor_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_purchase_sponsor_marketplace_label,fr,metafox/marketplace,"Can sponsor listings?",
marketplace::permission.can_quota_control_marketplace_desc,fr,metafox/marketplace,"Define the total number of listings a user within this user role can create. Notice: Setting this value to 0 will allow them to create an unlimited amount of listings.",
marketplace::permission.can_quota_control_marketplace_label,fr,metafox/marketplace,"Maximum number of listings",
marketplace::permission.can_reopen_expired_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_reopen_expired_marketplace_label,fr,metafox/marketplace,"Can members of this user group reopen all expired listings?",
marketplace::permission.can_reopen_own_expired_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_reopen_own_expired_marketplace_label,fr,metafox/marketplace,"Can members of this user group reopen own expired listing?",
marketplace::permission.can_report_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_report_marketplace_label,fr,metafox/marketplace,"Can report listings?",
marketplace::permission.can_save_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_save_marketplace_label,fr,metafox/marketplace,"Can save listings?",
marketplace::permission.can_sell_items_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_sell_items_marketplace_label,fr,metafox/marketplace,"Can members of this user group sell items on the marketplace?",
marketplace::permission.can_share_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_share_marketplace_label,fr,metafox/marketplace,"Can share listings?",
marketplace::permission.can_sponsor_in_feed_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_sponsor_in_feed_marketplace_label,fr,metafox/marketplace,"Can sponsor listings in feed?",
marketplace::permission.can_sponsor_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_sponsor_marketplace_label,fr,metafox/marketplace,"Can sponsor listings without paying sponsor fee?",
marketplace::permission.can_update_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_update_marketplace_label,fr,metafox/marketplace,"Can edit own listings?",
marketplace::permission.can_view_expired_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_view_expired_marketplace_label,fr,metafox/marketplace,"Can members of this user group view the section ""Expired"" in the marketplace?",
marketplace::permission.can_view_marketplace_desc,fr,metafox/marketplace,,
marketplace::permission.can_view_marketplace_label,fr,metafox/marketplace,"Can browse and view listings?",
marketplace::phrase.added_a_listing_in_marketplace,fr,metafox/marketplace,"added a listing in marketplace",
marketplace::phrase.add_listing,fr,metafox/marketplace,"Add Listing",
marketplace::phrase.add_new_listing,fr,metafox/marketplace,"Add New Listing",
marketplace::phrase.all_listings,fr,metafox/marketplace,"All Listings",
marketplace::phrase.amount_you_want_to_sell,fr,metafox/marketplace,"Specify amount you want to sell this listing.",
marketplace::phrase.app_name,fr,metafox/marketplace,Marketplace,
marketplace::phrase.approve,fr,metafox/marketplace,Approve,
marketplace::phrase.attached_photos,fr,metafox/marketplace,"Attached Photos",
marketplace::phrase.auto_sold,fr,metafox/marketplace,Auto-Sold,
marketplace::phrase.auto_sold_description,fr,metafox/marketplace,"If this is enabled and once a successful purchase of this item is made it will automatically close this item and mark it as ""Sold"".",
marketplace::phrase.browse_listings_you_like_to_buy,fr,metafox/marketplace,"Browse listings you like to buy.",
marketplace::phrase.buy_now,fr,metafox/marketplace,"Buy Now",
marketplace::phrase.can_not_change_the_invoice,fr,metafox/marketplace,"Cannot change the invoice.",
marketplace::phrase.can_not_create_order_for_listing_purchasement,fr,metafox/marketplace,"Can not create an order for listing purchasement.",
marketplace::phrase.captcha_on_create_marketplace,fr,metafox/marketplace,"Enable CAPTCHA challenge when adding a new marketplace",
marketplace::phrase.category,fr,metafox/marketplace,Category,
marketplace::phrase.category_is_a_required_field,fr,metafox/marketplace,"Category is a required field.",
marketplace::phrase.change_invoice,fr,metafox/marketplace,"Change Invoice",
marketplace::phrase.change_invoice_description,fr,metafox/marketplace,"The listing price has been changed. Do you want to continue paying?",
marketplace::phrase.closed_item_sold,fr,metafox/marketplace,"Closed (item Sold)",
marketplace::phrase.control_who_can_see_this_listing,fr,metafox/marketplace,"Control who can see this listing.",
marketplace::phrase.create_listing,fr,metafox/marketplace,"Create Listing",
marketplace::phrase.days_to_expire_desc,fr,metafox/marketplace,"If you want marketplace listings to expire you can enter the number of days here. If you enter 0 days listings will not expire.",
marketplace::phrase.days_to_expire_label,fr,metafox/marketplace,"Days to Expire",
marketplace::phrase.days_to_notify_before_expire_desc,fr,metafox/marketplace,"When you allow listings to expire you can also set a notification to be sent automatically to the owner of the listing, you can define here how many days in advanced to notify them. If you set this to 0 no email will be sent to the owner.",
marketplace::phrase.days_to_notify_before_expire_label,fr,metafox/marketplace,"Days to Notify Expiring Listing",
marketplace::phrase.delete,fr,metafox/marketplace,Delete,
marketplace::phrase.delete_confirm,fr,metafox/marketplace,"Are you sure you want to permanently delete this listing?",
marketplace::phrase.description,fr,metafox/marketplace,Description,
marketplace::phrase.edit,fr,metafox/marketplace,Edit,
marketplace::phrase.edit_listing,fr,metafox/marketplace,"Edit Listing",
marketplace::phrase.enable_close_option_listing_closed,fr,metafox/marketplace,"Enable this option if this item is ""sold"" and this listing should be closed",
marketplace::phrase.enable_instant_payment,fr,metafox/marketplace,"Enable Instant Payment",
marketplace::phrase.enable_instant_payment_description,fr,metafox/marketplace,"If you enable this option, buyers can make a payment to one of the payment gateways you have on file with us.{hasLink, select,
        1 { To manage your payment gateways, go <a target=""_blank"" href=""{link}"">here</a>.}
        other {}
     }",
marketplace::phrase.enable_point_payment,fr,metafox/marketplace,"Enable Activity Point Payment",
marketplace::phrase.enable_point_payment_description,fr,metafox/marketplace,"If you enable this option, buyers can make a payment with their activity points. Listing's owner hasn't setup any payment gateways for your account. So, Activity Point Payment is required if you enable Instant Payment.",
marketplace::phrase.enter_location,fr,metafox/marketplace,"Enter location",
marketplace::phrase.expired,fr,metafox/marketplace,Expired,
marketplace::phrase.expired_email_message,fr,metafox/marketplace,"Your listing ""{title}"" will expire in {days, plural, =1 {# day} other {# days}}.",
marketplace::phrase.expired_email_subject,fr,metafox/marketplace,"Your listing ""{title}"" is soon to expire",
marketplace::phrase.expires_in_total_days,fr,metafox/marketplace,"Expires in {total, plural, =1{# day} other{# days}}",
marketplace::phrase.expires_in_total_hours,fr,metafox/marketplace,"Expires in {total, plural, =1{# hour} other{# hours}}",
marketplace::phrase.expires_in_total_minutes,fr,metafox/marketplace,"Expires in {total, plural, =1{# minute} other{# minutes}}",
marketplace::phrase.expires_in_total_seconds,fr,metafox/marketplace,"Expires in {total, plural, =1{# second} other{# seconds}}",
marketplace::phrase.feature,fr,metafox/marketplace,Feature,
marketplace::phrase.friends_listings,fr,metafox/marketplace,"Friends' Listings",
marketplace::phrase.history,fr,metafox/marketplace,History,
marketplace::phrase.home,fr,metafox/marketplace,Home,
marketplace::phrase.invitation_s_successfully_sent,fr,metafox/marketplace,"Invitation(s) have been successfully sent.",
marketplace::phrase.invite_notification,fr,metafox/marketplace,"Invite Notification",
marketplace::phrase.invite_people_to_come,fr,metafox/marketplace,"Invite People To Come",
marketplace::phrase.invoices,fr,metafox/marketplace,Invoices,
marketplace::phrase.label_menu_s,fr,metafox/marketplace,Listings,
marketplace::phrase.listing,fr,metafox/marketplace,Listing,
marketplace::phrase.listing_approved_notification,fr,metafox/marketplace,"Listing Approved Notification",
marketplace::phrase.listing_approved_successfully_notification,fr,metafox/marketplace,"An admin approved your listing.",
marketplace::phrase.listing_change_price_error,fr,metafox/marketplace,"The listing has changed the price and your previous invoices for the former pricing are no longer available. For the most recent price, please reload the page.",
marketplace::phrase.listing_default_category,fr,metafox/marketplace,"Listing Default Category",
marketplace::phrase.listing_default_category_description,fr,metafox/marketplace,"This setting will control the category to which items belong when no category is assigned.",
marketplace::phrase.listing_expired_notification,fr,metafox/marketplace,"Expired Listing Notification",
marketplace::phrase.listing_featured_successfully,fr,metafox/marketplace,"Listing has been featured successfully.",
marketplace::phrase.listing_has_been_approved_successfully,fr,metafox/marketplace,"Listing has been approved successfully.",
marketplace::phrase.listing_has_been_updated_successfully,fr,metafox/marketplace,"Listing has been updated successfully.",
marketplace::phrase.listing_invite_email_message,fr,metafox/marketplace,"{full_name} invited you to the listing {title}.",
marketplace::phrase.listing_invite_email_subject,fr,metafox/marketplace,"Listing Invite",
marketplace::phrase.listing_invite_message,fr,metafox/marketplace,"<b>{full_name}</b> invited you to the listing <b>{title}</b>",
marketplace::phrase.listing_invites,fr,metafox/marketplace,"Listing Invites",
marketplace::phrase.listings,fr,metafox/marketplace,Listings,
marketplace::phrase.listing_successfully_created,fr,metafox/marketplace,"Listing has been successfully created.",
marketplace::phrase.listing_successfully_reopened,fr,metafox/marketplace,"Listing successfully reopened.",
marketplace::phrase.listing_title,fr,metafox/marketplace,"Listing title",
marketplace::phrase.listing_unfeatured_successfully,fr,metafox/marketplace,"Listing was unfeatured successfully.",
marketplace::phrase.location_is_a_required_field,fr,metafox/marketplace,"Location is a required field.",
marketplace::phrase.manage_invites,fr,metafox/marketplace,"Manage Invites",
marketplace::phrase.marketplace,fr,metafox/marketplace,Marketplace,
marketplace::phrase.marketplace_global_search_label,fr,metafox/marketplace,Marketplace,
marketplace::phrase.marketplace_label_saved,fr,metafox/marketplace,Marketplace,
marketplace::phrase.marketplace_listings_type,fr,metafox/marketplace,"Marketplace Listings Type",
marketplace::phrase.marketplace_notification_type,fr,metafox/marketplace,"Marketplace Notifications",
marketplace::phrase.maximum_per_upload_limit_reached,fr,metafox/marketplace,"You have reached the limit of {limit, plural, =1{# file} other {# files}} in total.",
marketplace::phrase.maximum_title_length,fr,metafox/marketplace,"Maximum Length for Listing Title",
marketplace::phrase.maximum_title_length_description_required,fr,metafox/marketplace,"Maximum title length must be greater than or equal to {max}.",
marketplace::phrase.minimum_title_length,fr,metafox/marketplace,"Minimum Length for Listing Title",
marketplace::phrase.minimum_title_length_description_required,fr,metafox/marketplace,"Minimum title length must be greater than or equal to {min}.",
marketplace::phrase.my_expired_listings,fr,metafox/marketplace,"My Expired Listings",
marketplace::phrase.my_listings,fr,metafox/marketplace,"My Listings",
marketplace::phrase.my_pending_listings,fr,metafox/marketplace,"My Pending Listings",
marketplace::phrase.owner_payment_success_email_message,fr,metafox/marketplace,"Your listing ""{title}"" has been purchased by {full_name}.",
marketplace::phrase.owner_payment_success_email_subject,fr,metafox/marketplace,"Your listing has been purchased",
marketplace::phrase.owner_payment_success_message,fr,metafox/marketplace,"Your listing <b>{title}</b> has been purchased by <b>{full_name}</b>",
marketplace::phrase.owner_payment_success_message_without_title,fr,metafox/marketplace,"Your listing has been purchased by <b>{full_name}</b>",
marketplace::phrase.owner_payment_success_notification,fr,metafox/marketplace,"Listing Success Payment Notification For Owner",
marketplace::phrase.payment_pending_email_message,fr,metafox/marketplace,"The listing you choose to purchase is awaiting payment.",
marketplace::phrase.payment_pending_email_subject,fr,metafox/marketplace,"Listing Pending Payment",
marketplace::phrase.payment_pending_message,fr,metafox/marketplace,"The listing you choose to purchase is awaiting payment",
marketplace::phrase.payment_pending_notification,fr,metafox/marketplace,"Listing Pending Payment Notification",
marketplace::phrase.payment_status.canceled,fr,metafox/marketplace,Canceled,
marketplace::phrase.payment_status.completed,fr,metafox/marketplace,Completed,
marketplace::phrase.payment_status.pending_action,fr,metafox/marketplace,"Pending Action",
marketplace::phrase.payment_status.pending_payment,fr,metafox/marketplace,"Pending Payment",
marketplace::phrase.payment_success_email_message,fr,metafox/marketplace,"The listing you choose to purchase has been successfully paid for.",
marketplace::phrase.payment_success_email_subject,fr,metafox/marketplace,"Listing Successful Payment",
marketplace::phrase.payment_success_message,fr,metafox/marketplace,"The listing you choose to purchase has been successfully paid for",
marketplace::phrase.payment_success_notification,fr,metafox/marketplace,"Listing Success Payment Notification",
marketplace::phrase.pending_listings,fr,metafox/marketplace,"Pending Listings",
marketplace::phrase.permissions,fr,metafox/marketplace,Permissions,
marketplace::phrase.price_is_required,fr,metafox/marketplace,"Price is required",
marketplace::phrase.price_must_be_greater_than_or_equal_to_number,fr,metafox/marketplace,"Price must be greater than or equal to :number.",
marketplace::phrase.price_must_be_number,fr,metafox/marketplace,"Price must be number.",
marketplace::phrase.product_tags,fr,metafox/marketplace,"Product Tags",
marketplace::phrase.remove_from_saved_list,fr,metafox/marketplace,"Remove from Saved list",
marketplace::phrase.reopen,fr,metafox/marketplace,Reopen,
marketplace::phrase.report,fr,metafox/marketplace,Report,
marketplace::phrase.save,fr,metafox/marketplace,Save,
marketplace::phrase.search_listings,fr,metafox/marketplace,"Search listings",
marketplace::phrase.search_marketplace,fr,metafox/marketplace,"Search Marketplace",
marketplace::phrase.settings,fr,metafox/marketplace,Settings,
marketplace::phrase.short_description,fr,metafox/marketplace,"Short Description",
marketplace::phrase.sponsor_in_feed,fr,metafox/marketplace,"Sponsor in Feed",
marketplace::phrase.sponsor_this_item,fr,metafox/marketplace,"Sponsor this item",
marketplace::phrase.successfully_deleted_listing,fr,metafox/marketplace,"Successfully deleted listing.",
marketplace::phrase.successfully_deleted_the_category,fr,metafox/marketplace,"Successfully deleted the category",
marketplace::phrase.the_attached_photos_are_invalid,fr,metafox/marketplace,"The attached photos are invalid.",
marketplace::phrase.the_thumbnail_is_invalid,fr,metafox/marketplace,"The thumbnail is invalid.",
marketplace::phrase.type_something_dot,fr,metafox/marketplace,"Type something...",
marketplace::phrase.un_feature,fr,metafox/marketplace,Un-Feature,
marketplace::phrase.unsponsor_in_feed,fr,metafox/marketplace,"Unsponsor in Feed",
marketplace::phrase.unsponsor_this_item,fr,metafox/marketplace,"Unsponsor this item",
marketplace::phrase.upload_attached_photos_description,fr,metafox/marketplace,"You can upload a JPG, GIF, PNG or TIFF, XBM file. The file size is limited to {max_file_size} MB. If the upload does not work, please try smaller images.{has_limit_per_upload, select,
        0 {}
        other { Maximum number of images you can upload in total is: {max_per_upload}.}
    }",
marketplace::phrase.user_commented_on_owner_listing,fr,metafox/marketplace,"<b>:user</b> commented on <b>:owner's</b> listing: "":title"".",
marketplace::phrase.user_commented_to_your_listing,fr,metafox/marketplace,"<b>:user</b> commented on your listing: "":title"".",
marketplace::phrase.user_commented_to_your_listing_in_name,fr,metafox/marketplace,"<b>:user</b> commented on your listing in <b>:name</b>.",
marketplace::phrase.user_privacy.who_can_share_marketplace_listings,fr,metafox/marketplace,"Who can create marketplace listings?",
marketplace::phrase.user_privacy.who_can_view_browse_marketplace_listings,fr,metafox/marketplace,"Who can view/browse marketplace listings?",
marketplace::phrase.user_reacted_to_your_listing,fr,metafox/marketplace,"<b>:user</b> reacted to your listing: <b>:title</b>.",
marketplace::phrase.user_reacted_to_your_listing_in_name,fr,metafox/marketplace,"<b>:user</b> reacted to your listing in <b>:name</b>: <b>:title</b>.",
marketplace::phrase.view_nearest_listing,fr,metafox/marketplace,":number nearest listings",
marketplace::phrase.what_are_you_selling,fr,metafox/marketplace,"What are you selling?",
marketplace::seo.browse_expire_marketplace,fr,metafox/marketplace,Expired,
marketplace::seo.browse_expire_marketplace_desription,fr,metafox/marketplace,,
marketplace::seo.browse_expire_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.browse_expire_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_description,fr,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_title,fr,metafox/marketplace,Marketplace,
marketplace::seo.marketplace_browse_all_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_title,fr,metafox/marketplace,Invoices,
marketplace::seo.marketplace_browse_all_title,fr,metafox/marketplace,"All Listings",
marketplace::seo.marketplace_browse_expire_marketplace_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_expire_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_expire_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_expire_marketplace_title,fr,metafox/marketplace,Expired,
marketplace::seo.marketplace_browse_friend_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_friend_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_friend_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_friend_title,fr,metafox/marketplace,"Friends' Listings",
marketplace::seo.marketplace_browse_history_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_history_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_history_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_history_title,fr,metafox/marketplace,History,
marketplace::seo.marketplace_browse_invite_marketplace_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_invite_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_invite_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_invite_marketplace_title,fr,metafox/marketplace,"Listing Invites",
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_title,fr,metafox/marketplace,Invoices,
marketplace::seo.marketplace_browse_my_pending_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_my_pending_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_my_pending_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_my_pending_title,fr,metafox/marketplace,"My Pending Listings",
marketplace::seo.marketplace_browse_pending_marketplace_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_pending_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_pending_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_browse_pending_marketplace_title,fr,metafox/marketplace,"Pending Listings",
marketplace::seo.marketplace_create_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_create_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_create_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_create_title,fr,metafox/marketplace,"Create Listing",
marketplace::seo.marketplace_edit_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_edit_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_edit_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_edit_title,fr,metafox/marketplace,"Edit Listing",
marketplace::seo.marketplace_invites_title,fr,metafox/marketplace,"Listing Invites",
marketplace::seo.marketplace_invoice_view_detail_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_invoice_view_detail_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_invoice_view_detail_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_invoice_view_detail_title,fr,metafox/marketplace,"Invoice Detail",
marketplace::seo.marketplace_landing_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_landing_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_landing_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_landing_title,fr,metafox/marketplace,Marketplace,
marketplace::seo.marketplace_marketplace_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_marketplace_title,fr,metafox/marketplace,"Search Results",
marketplace::seo.marketplace_my_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_my_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_my_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_my_title,fr,metafox/marketplace,"My Listings",
marketplace::seo.marketplace_view_detail_description,fr,metafox/marketplace,,
marketplace::seo.marketplace_view_detail_heading,fr,metafox/marketplace,,
marketplace::seo.marketplace_view_detail_keywords,fr,metafox/marketplace,,
marketplace::seo.marketplace_view_detail_title,fr,metafox/marketplace,{title},
marketplace::seo.page_profile_marketplace_description,fr,metafox/marketplace,,
marketplace::seo.page_profile_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.page_profile_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.page_profile_marketplace_title,fr,metafox/marketplace,Marketplace,
marketplace::seo.user_profile_marketplace_description,fr,metafox/marketplace,,
marketplace::seo.user_profile_marketplace_heading,fr,metafox/marketplace,,
marketplace::seo.user_profile_marketplace_keywords,fr,metafox/marketplace,,
marketplace::seo.user_profile_marketplace_title,fr,metafox/marketplace,Marketplace,
marketplace::web.add_marketplace,fr,metafox/marketplace,"Add New Listing",
marketplace::web.add_new_listing,fr,metafox/marketplace,"Add new listing",
marketplace::web.back_to_invoices,fr,metafox/marketplace,"Back to Invoices",
marketplace::web.featured_listings,fr,metafox/marketplace,"Featured Listings",
marketplace::web.invited_people,fr,metafox/marketplace,"Invited People",
marketplace::web.invoices,fr,metafox/marketplace,Invoices,
marketplace::web.listing_is_waiting_approve,fr,metafox/marketplace,"This listing is waiting for approval",
marketplace::web.listings,fr,metafox/marketplace,Listings,
marketplace::web.my_listings,fr,metafox/marketplace,"My Listings",
marketplace::web.my_pending_listings,fr,metafox/marketplace,"My Pending Listings",
